customer_id,customer_name,segment,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment
LS-16945,Linda Southworth,Corporate,178,6,2845.27,2,3,4,234,At Risk
GP-14740,Guy Phonely,Corporate,765,2,236.53,1,1,1,111,Lost Customers
PK-18910,Paul Knutson,Home Office,483,2,1441.152,1,1,2,112,Lost Customers
SM-20005,Sally Matthias,Consumer,421,4,244.494,1,2,1,121,Lost Customers
AG-10765,Anthony Garverick,Home Office,77,4,170.584,3,1,1,311,Need Attention
PM-19135,Peter McVee,Home Office,51,4,4115.662,4,2,4,424,Potential Loyalists
LL-16840,Lauren Leatherbury,Consumer,249,6,2741.204,1,3,3,133,At Risk
JS-15595,Jill Stevenson,Corporate,119,4,1417.654,2,1,2,212,Lost Customers
EL-13735,Ed Ludwig,Home Office,77,2,124.28,3,1,1,311,Need Attention
PC-18745,Pamela Coakley,Corporate,2,4,1832.064,5,2,3,523,Potential Loyalists
HL-15040,Hunter Lopez,Consumer,43,6,12873.298,4,3,5,435,Loyal Customers
MS-17365,Maribeth Schnelling,Consumer,273,10,7443.69,1,5,5,155,At Risk
GB-14530,George Bell,Corporate,62,11,1568.44,3,5,2,352,Hibernating
JR-16210,Justin Ritter,Corporate,33,5,2201.686,4,2,3,423,Potential Loyalists
BE-11335,Bill Eplett,Home Office,119,5,4204.676,2,2,4,224,About to Sleep
SC-20050,Sample Company A,Home Office,40,9,4624.572,4,5,5,455,Champions
RW-19630,Rob Williams,Corporate,89,9,3279.746,3,5,4,354,Loyal Customers
SE-20110,Sanjit Engle,Consumer,9,11,12209.438000000002,5,5,5,555,Champions
AH-10075,Adam Hart,Corporate,34,10,3250.337,4,5,4,454,Champions
JM-15535,Jessica Myrick,Consumer,102,7,1733.443,3,4,2,342,Hibernating
JJ-15760,Joel Jenkins,Home Office,753,2,195.0,1,1,1,111,Lost Customers
RK-19300,Ralph Kennedy,Consumer,119,3,1460.192,2,1,2,212,Lost Customers
CG-12040,Catherine Glotzbach,Home Office,49,6,904.468,4,3,1,431,Hibernating
RP-19270,Rachel Payne,Corporate,496,4,954.6452,1,2,1,121,Lost Customers
KC-16255,Karen Carlisle,Corporate,407,6,2120.954,1,3,3,133,At Risk
KH-16360,Katherine Hughes,Consumer,1,6,3100.612,5,3,4,534,Loyal Customers
GH-14665,Greg Hansen,Consumer,2,2,146.94080000000002,5,1,1,511,New Customers
SW-20275,Scott Williamson,Consumer,30,6,1966.65,4,3,3,433,Loyal Customers
JA-15970,Joseph Airdo,Consumer,92,8,6491.026,3,4,5,345,Loyal Customers
DL-12925,Daniel Lacy,Consumer,57,6,3272.2,3,3,4,334,Loyal Customers
LW-16990,Lindsay Williams,Corporate,33,6,3230.308,4,3,4,434,Loyal Customers
TB-21190,Thomas Brumley,Home Office,49,4,816.1740000000001,4,2,1,421,Need Attention
BS-11800,Bryan Spruell,Home Office,265,2,949.43,1,1,1,111,Lost Customers
RW-19690,Robert Waldorf,Consumer,79,5,3495.646,3,2,4,324,Hibernating
TZ-21580,Tracy Zic,Consumer,35,4,1707.286,4,2,2,422,Potential Loyalists
AS-10630,Ann Steele,Home Office,92,7,833.398,3,3,1,331,Hibernating
TS-21340,Toby Swindell,Consumer,226,5,974.782,1,3,2,132,Hibernating
SL-20155,Sara Luxemburg,Home Office,70,7,3053.012,3,4,4,344,Loyal Customers
MW-18235,Mitch Willingham,Corporate,44,2,5253.876,4,1,5,415,Potential Loyalists
RD-19585,Rob Dowd,Consumer,180,10,2912.894,2,5,4,254,At Risk
RA-19945,Ryan Akin,Consumer,61,5,1686.9225,3,2,2,322,Need Attention
MT-17815,Meg Tillman,Consumer,49,6,2890.139,4,3,4,434,Loyal Customers
VG-21790,Vivek Gonzalez,Consumer,154,6,846.01,2,3,1,231,Hibernating
JS-15880,John Stevenson,Consumer,534,5,3868.02,1,2,4,124,About to Sleep
KM-16225,Kalyca Meade,Corporate,14,6,2260.958,5,3,3,533,Loyal Customers
HR-14770,Hallie Redmond,Home Office,13,5,1299.288,5,2,2,522,Potential Loyalists
DE-13255,Deanra Eno,Home Office,719,5,2550.874,1,2,3,123,About to Sleep
AG-10390,Allen Goldenen,Consumer,114,5,200.945,2,2,1,221,Lost Customers
JJ-15445,Jennifer Jackson,Consumer,483,5,709.178,1,2,1,121,Lost Customers
JH-15430,Jennifer Halladay,Consumer,5,4,309.281,5,1,1,511,New Customers
RD-19660,Robert Dilbeck,Home Office,114,5,2786.632,2,2,4,224,About to Sleep
MO-17500,Mary O'Rourke,Consumer,72,4,922.487,3,2,1,321,Need Attention
NS-18640,Noel Staavos,Corporate,174,13,2964.823,2,5,4,254,At Risk
DG-13300,Deirdre Greer,Corporate,32,5,3195.818,4,2,4,424,Potential Loyalists
NF-18595,Nicole Fjeld,Home Office,114,7,2031.472,2,4,3,243,At Risk
MG-17650,Matthew Grinstein,Home Office,29,7,3785.276,4,4,4,444,Champions
TS-21160,Theresa Swint,Corporate,504,6,2163.6240000000003,1,3,3,133,At Risk
BD-11620,Brian DeCherney,Consumer,69,6,1538.11,3,3,2,332,Hibernating
CM-12160,Charles McCrossin,Consumer,26,6,2533.314,5,3,3,533,Loyal Customers
SN-20560,Skye Norling,Home Office,111,6,1860.418,2,3,3,233,At Risk
EH-14005,Erica Hernandez,Home Office,2,7,1219.53,5,3,2,532,Hibernating
FO-14305,Frank Olsen,Consumer,38,10,2678.438,4,5,3,453,Loyal Customers
MS-17710,Maurice Satty,Consumer,413,6,1613.402,1,3,2,132,Hibernating
CC-12100,Chad Cunningham,Home Office,457,6,1770.945,1,3,3,133,At Risk
DW-13540,Don Weiss,Consumer,98,5,344.08,3,2,1,321,Need Attention
BT-11395,Bill Tyler,Corporate,302,6,2186.6130000000003,1,3,3,133,At Risk
CY-12745,Craig Yedwab,Corporate,60,8,2900.026,3,4,4,344,Loyal Customers
BT-11485,Brad Thomas,Home Office,659,2,415.196,1,1,1,111,Lost Customers
PS-19045,Penelope Sewall,Home Office,236,7,6843.634,1,4,5,145,At Risk
PV-18985,Paul Van Hugh,Home Office,89,5,2876.046,3,2,4,324,Hibernating
NM-18520,Neoma Murray,Consumer,244,10,2161.979,1,5,3,153,At Risk
DL-13495,Dionis Lloyd,Corporate,76,8,3539.322,3,4,4,344,Loyal Customers
CS-12355,Christine Sundaresam,Consumer,6,11,3202.1620000000003,5,5,4,554,Champions
FH-14275,Frank Hawley,Corporate,37,10,4256.272,4,5,4,454,Champions
NC-18340,Nat Carroll,Consumer,224,5,2461.404,2,2,3,223,About to Sleep
AA-10315,Alex Avila,Consumer,184,5,5563.56,2,2,5,225,About to Sleep
LT-16765,Larry Tron,Consumer,26,3,329.876,5,1,1,511,New Customers
AP-10720,Anne Pryor,Home Office,41,8,1638.554,4,4,2,442,Hibernating
PM-18940,Paul MacIntyre,Consumer,386,3,1405.402,1,1,2,112,Lost Customers
AT-10435,Alyssa Tate,Home Office,21,6,1171.814,5,3,2,532,Hibernating
CA-12055,Cathy Armstrong,Home Office,401,5,1679.7240000000002,1,2,2,122,Lost Customers
HR-14830,Harold Ryan,Corporate,159,7,5248.787,2,4,5,245,At Risk
BT-11530,Bradley Talbott,Home Office,91,5,2684.492,3,2,3,323,Hibernating
LH-16750,Larry Hughes,Consumer,151,3,287.426,2,1,1,211,Lost Customers
SW-20755,Steven Ward,Corporate,534,2,758.6959999999999,1,1,1,111,Lost Customers
SP-20620,Stefania Perrino,Corporate,47,9,5440.319,4,5,5,455,Champions
BF-11170,Ben Ferrer,Home Office,16,11,5907.972,5,5,5,555,Champions
KT-16480,Kean Thornton,Consumer,100,10,4642.088400000001,3,5,5,355,Loyal Customers
BG-11695,Brooke Gillingham,Corporate,36,6,1874.172,4,3,3,433,Loyal Customers
GM-14680,Greg Matthias,Consumer,152,6,3163.628,2,3,4,234,At Risk
EJ-14155,Eva Jacobs,Consumer,57,5,2656.691,3,2,3,323,Hibernating
NP-18700,Nora Preis,Consumer,138,7,7903.1825,2,4,5,245,At Risk
MH-18115,Mick Hernandez,Home Office,5,9,5503.093,5,5,5,555,Champions
JR-15700,Jocasta Rupert,Consumer,68,1,863.88,3,1,1,311,Need Attention
SM-20950,Suzanne McNair,Corporate,25,12,5563.392,5,5,5,555,Champions
CC-12220,Chris Cortes,Consumer,20,12,3913.418,5,5,4,554,Champions
PF-19225,Phillip Flathmann,Consumer,114,5,2206.128,2,2,3,223,About to Sleep
DC-12850,Dan Campbell,Consumer,37,9,3336.168,4,5,4,454,Champions
BD-11770,Bryan Davis,Consumer,327,6,658.466,1,3,1,131,Hibernating
GM-14500,Gene McClure,Consumer,106,10,1255.682,2,5,2,252,Hibernating
TB-21355,Todd Boyes,Corporate,146,5,834.328,2,2,1,221,Lost Customers
JH-16180,Justin Hirsh,Consumer,404,4,2256.394,1,1,3,113,About to Sleep
EB-13975,Erica Bern,Corporate,0,4,1643.255,5,1,2,512,Potential Loyalists
QJ-19255,Quincy Jones,Corporate,25,9,6108.338,5,5,5,555,Champions
TC-21535,Tracy Collins,Home Office,4,7,742.5580000000001,5,4,1,541,Hibernating
CS-12460,Chuck Sachs,Consumer,27,2,550.644,4,1,1,411,New Customers
HG-14965,Henry Goldwyn,Corporate,23,12,3247.642,5,5,4,554,Champions
LW-16825,Laurel Workman,Corporate,88,5,2238.061,3,2,3,323,Hibernating
MC-17575,Matt Collins,Consumer,27,8,1303.893,4,4,2,442,Hibernating
LP-17095,Liz Preis,Consumer,9,7,3653.399,5,4,4,544,Champions
EB-14170,Evan Bailliet,Consumer,82,6,1186.326,3,3,2,332,Hibernating
GZ-14545,George Zrebassa,Corporate,157,4,2454.6220000000003,2,1,3,213,About to Sleep
CP-12085,Cathy Prescott,Corporate,82,8,5402.254,3,4,5,345,Loyal Customers
FG-14260,Frank Gastineau,Home Office,34,7,1383.144,4,3,2,432,Hibernating
LD-17005,Lisa DeCherney,Consumer,414,4,1961.934,1,1,3,113,About to Sleep
AB-10255,Alejandro Ballentine,Home Office,166,9,914.532,2,5,1,251,Hibernating
MN-17935,Michael Nguyen,Consumer,34,6,2477.946,4,3,3,433,Loyal Customers
JR-15670,Jim Radford,Consumer,593,2,1156.658,1,1,2,112,Lost Customers
JF-15190,Jamie Frazer,Consumer,65,7,2279.586,3,4,3,343,Loyal Customers
CM-12115,Chad McGuire,Consumer,8,4,1661.61,5,1,2,512,Potential Loyalists
AS-10045,Aaron Smayling,Corporate,88,7,3050.692,3,3,4,334,Loyal Customers
BP-11290,Beth Paige,Consumer,12,7,2475.157,5,3,3,533,Loyal Customers
ND-18370,Natalie DeCherney,Consumer,27,9,4326.139,4,5,5,455,Champions
LB-16735,Larry Blacks,Consumer,48,3,50.188,4,1,1,411,New Customers
KT-16465,Kean Takahito,Consumer,391,7,3057.1,1,4,4,144,At Risk
HM-14860,Harry Marie,Corporate,2,10,8236.7648,5,5,5,555,Champions
AB-10600,Ann Blume,Corporate,50,4,1515.862,4,1,2,412,Potential Loyalists
SZ-20035,Sam Zeldin,Home Office,35,11,3625.329,4,5,4,454,Champions
MG-17890,Michael Granlund,Home Office,99,9,776.384,3,5,1,351,Hibernating
JK-16120,Julie Kriz,Home Office,117,10,2932.484,2,5,4,254,At Risk
PP-18955,Paul Prost,Home Office,97,10,7252.608,3,5,5,355,Loyal Customers
YS-21880,Yana Sorensen,Corporate,9,8,6720.444,5,4,5,545,Champions
KM-16375,Katherine Murray,Home Office,56,8,5620.186,3,4,5,345,Loyal Customers
AB-10105,Adrian Barton,Consumer,41,10,14473.570999999998,4,5,5,455,Champions
HA-14905,Helen Abelman,Consumer,69,7,2163.3,3,3,3,333,Loyal Customers
BT-11305,Beth Thompson,Home Office,336,5,2567.656,1,2,3,123,About to Sleep
SV-20815,Stuart Van,Corporate,76,4,1271.09,3,2,2,322,Need Attention
RW-19540,Rick Wilson,Corporate,120,7,7397.401,2,4,5,245,At Risk
DK-12835,Damala Kotsonis,Corporate,21,12,3256.48,5,5,4,554,Champions
ST-20530,Shui Tom,Consumer,125,7,433.34,2,4,1,241,Hibernating
MM-17920,Michael Moore,Consumer,7,11,3794.08,5,5,4,554,Champions
PW-19030,Pauline Webber,Corporate,46,10,3454.916,4,5,4,454,Champions
SC-20440,Shaun Chance,Corporate,36,7,1874.998,4,4,3,443,Loyal Customers
TS-21085,Thais Sissman,Consumer,357,2,4.833,1,1,1,111,Lost Customers
MC-17425,Mark Cousins,Corporate,399,5,4432.138,1,2,5,125,About to Sleep
ME-17320,Maria Etezadi,Home Office,42,10,10663.728,4,5,5,455,Champions
NH-18610,Nicole Hansen,Corporate,189,7,2673.29,2,4,3,243,At Risk
MB-18085,Mick Brown,Consumer,44,7,1428.231,4,4,2,442,Hibernating
KD-16495,Keith Dawkins,Corporate,112,12,8181.256,2,5,5,255,At Risk
KN-16390,Katherine Nockton,Corporate,19,9,2617.272,5,5,3,553,Loyal Customers
NP-18685,Nora Pelletier,Home Office,406,6,1228.698,1,3,2,132,Hibernating
CS-12505,Cindy Stewart,Consumer,58,6,5690.054999999999,3,3,5,335,Loyal Customers
MS-17770,Maxwell Schwartz,Consumer,121,9,3144.678,2,5,4,254,At Risk
CM-12655,Corinna Mitchell,Home Office,27,6,6339.5576,4,3,5,435,Loyal Customers
Co-12640,Corey-Lock,Consumer,549,5,1300.076,1,2,2,122,Lost Customers
TS-21370,Todd Sumrall,Corporate,36,6,11891.751,4,3,5,435,Loyal Customers
JW-15220,Jane Waco,Corporate,42,6,7721.714,4,3,5,435,Loyal Customers
JD-15790,John Dryer,Consumer,117,5,2152.352,2,2,3,223,About to Sleep
PC-19000,Pauline Chand,Home Office,882,2,1061.488,1,1,2,112,Lost Customers
AR-10540,Andy Reiter,Consumer,6,6,6608.448,5,3,5,535,Loyal Customers
AI-10855,Arianne Irving,Consumer,13,10,4375.786,5,5,5,555,Champions
TB-21400,Tom Boeckenhauer,Consumer,202,7,9133.99,2,4,5,245,At Risk
PL-18925,Paul Lucas,Home Office,15,5,239.481,5,2,1,521,Need Attention
GH-14425,Gary Hwang,Consumer,50,4,4172.8460000000005,4,1,4,414,Potential Loyalists
MP-18175,Mike Pelletier,Home Office,16,9,5087.92,5,5,5,555,Champions
JM-15655,Jim Mitchum,Corporate,8,5,864.947,5,2,1,521,Need Attention
CL-11890,Carl Ludwig,Consumer,106,4,1262.014,2,1,2,212,Lost Customers
DB-13270,Deborah Brumfield,Home Office,53,8,4655.897,4,4,5,445,Champions
IG-15085,Ivan Gibson,Consumer,71,4,744.574,3,1,1,311,Need Attention
BO-11425,Bobby Odegard,Consumer,75,2,130.83,3,1,1,311,Need Attention
AB-10150,Aimee Bixby,Consumer,41,5,966.71,4,2,2,422,Potential Loyalists
JW-16075,Julia West,Consumer,461,4,1428.731,1,1,2,112,Lost Customers
EB-13750,Edward Becker,Corporate,35,10,3236.314,4,5,4,454,Champions
SG-20470,Sheri Gordon,Consumer,183,8,1884.798,2,4,3,243,At Risk
CM-12190,Charlotte Melton,Consumer,8,6,1475.144,5,3,2,532,Hibernating
AW-10840,Anthony Witt,Consumer,20,4,649.376,5,1,1,511,New Customers
MC-18100,Mick Crebagga,Consumer,41,10,2218.98,4,5,3,453,Loyal Customers
TT-21460,Tonja Turnell,Home Office,12,7,5364.808,5,4,5,545,Champions
VG-21805,Vivek Grady,Corporate,286,5,427.372,1,3,1,131,Hibernating
MY-18295,Muhammed Yedwab,Corporate,71,11,4152.696,3,5,4,354,Loyal Customers
RD-19480,Rick Duston,Consumer,72,8,4272.93,3,4,4,344,Loyal Customers
DP-13390,Dennis Pardue,Home Office,358,9,5480.723999999999,1,5,5,155,At Risk
ML-17395,Marina Lichtenstein,Corporate,69,9,2722.843,3,5,3,353,Loyal Customers
JC-15385,Jenna Caffey,Consumer,175,1,1058.108,2,1,2,212,Lost Customers
JG-15160,James Galang,Consumer,1,11,6366.392,5,5,5,555,Champions
MC-17275,Marc Crier,Consumer,76,8,2725.982,3,4,3,343,Loyal Customers
NW-18400,Natalie Webber,Consumer,172,7,7234.014,2,4,5,245,At Risk
TB-21280,Toby Braunhardt,Consumer,583,6,2198.45,1,3,3,133,At Risk
BS-11380,Bill Stewart,Corporate,28,5,3887.834,4,2,4,424,Potential Loyalists
HH-15010,Hilary Holden,Corporate,72,2,218.668,3,1,1,311,Need Attention
CD-12280,Christina DeMoss,Consumer,42,2,1205.584,4,1,2,412,Potential Loyalists
TH-21100,Thea Hendricks,Consumer,344,5,2422.824,1,3,3,133,At Risk
MM-18055,Michelle Moray,Consumer,61,8,2749.881,3,4,3,343,Loyal Customers
NS-18505,Neola Schneider,Consumer,6,4,2575.863,5,2,3,523,Potential Loyalists
RB-19645,Robert Barroso,Corporate,648,5,221.084,1,2,1,121,Lost Customers
SW-20455,Shaun Weien,Consumer,162,7,2921.544,2,4,4,244,At Risk
EB-13930,Eric Barreto,Consumer,161,5,944.6,2,2,1,221,Lost Customers
PS-18760,Pamela Stobb,Consumer,107,6,2181.479,2,3,3,233,At Risk
HF-14995,Herbert Flentye,Consumer,21,7,2533.164,5,4,3,543,Loyal Customers
HZ-14950,Henia Zydlo,Consumer,35,5,886.52,4,2,1,421,Need Attention
CD-12790,Cynthia Delaney,Home Office,399,5,1860.732,1,2,3,123,About to Sleep
JK-15205,Jamie Kunitz,Consumer,61,5,4427.142,3,2,5,325,Hibernating
FM-14215,Filia McAdams,Corporate,7,10,2456.638,5,5,3,553,Loyal Customers
ED-13885,Emily Ducich,Home Office,135,8,3484.92,2,4,4,244,At Risk
DA-13450,Dianna Arnett,Home Office,352,4,156.76,1,1,1,111,Lost Customers
JW-15955,Joni Wasserman,Consumer,5,7,1244.086,5,4,2,542,Hibernating
RM-19375,Raymond Messe,Consumer,345,6,1453.474,1,3,2,132,Hibernating
ML-17755,Max Ludwig,Home Office,29,7,2071.914,4,4,3,443,Loyal Customers
CC-12685,Craig Carroll,Consumer,799,4,2854.115,1,1,4,114,About to Sleep
JE-15610,Jim Epp,Corporate,48,7,7754.976,4,4,5,445,Champions
RP-19855,Roy Phan,Corporate,28,8,2170.716,4,4,3,443,Loyal Customers
TB-21175,Thomas Boland,Corporate,58,4,3589.296,3,2,4,324,Hibernating
BE-11455,Brad Eason,Home Office,254,6,1727.652,1,3,2,132,Hibernating
JF-15565,Jill Fjeld,Consumer,54,8,4198.332,3,4,4,344,Loyal Customers
PB-19210,Phillip Breyer,Corporate,688,2,132.738,1,1,1,111,Lost Customers
BT-11680,Brian Thompson,Consumer,20,7,3196.752,5,3,4,534,Loyal Customers
JL-15235,Janet Lee,Consumer,119,5,2203.7,2,2,3,223,About to Sleep
CH-12070,Cathy Hwang,Home Office,691,3,1537.236,1,1,2,112,Lost Customers
ND-18460,Neil Ducich,Corporate,183,6,2893.455,2,3,4,234,At Risk
BF-10975,Barbara Fisher,Corporate,91,7,599.798,3,3,1,331,Hibernating
KH-16330,Katharine Harms,Corporate,40,8,3312.864,4,4,4,444,Champions
GW-14605,Giulietta Weimer,Consumer,28,7,2189.019,4,3,3,433,Loyal Customers
NC-18625,Noah Childs,Corporate,204,5,1821.742,2,2,3,223,About to Sleep
ME-18010,Michelle Ellison,Corporate,92,4,1256.944,3,2,2,322,Need Attention
BP-11230,Benjamin Patterson,Consumer,39,5,1181.49,4,2,2,422,Potential Loyalists
JC-15775,John Castell,Consumer,158,9,2772.055,2,5,4,254,At Risk
AS-10090,Adam Shillingsburg,Consumer,28,9,3255.31,4,5,4,454,Champions
AC-10450,Amy Cox,Consumer,11,7,5527.846,5,3,5,535,Loyal Customers
MD-17860,Michael Dominguez,Corporate,36,5,1204.91,4,2,2,422,Potential Loyalists
DB-13660,Duane Benoit,Consumer,12,7,1155.202,5,3,2,532,Hibernating
EH-13990,Erica Hackney,Consumer,405,6,825.9499999999999,1,3,1,131,Hibernating
EH-13765,Edward Hooks,Corporate,135,12,10310.88,2,5,5,255,At Risk
SC-20230,Scot Coram,Corporate,149,4,4371.9580000000005,2,2,5,225,About to Sleep
JE-15715,Joe Elijah,Consumer,46,10,8697.842999999999,4,5,5,455,Champions
AC-10615,Ann Chong,Corporate,6,5,2537.686,5,2,3,523,Potential Loyalists
JD-16015,Joy Daniels,Consumer,112,6,385.43,2,3,1,231,Hibernating
CB-12415,Christy Brittain,Consumer,26,8,1949.2,5,4,3,543,Loyal Customers
JS-16030,Joy Smith,Consumer,28,6,2516.494,4,3,3,433,Loyal Customers
LW-17215,Luke Weiss,Consumer,21,7,5420.514,5,4,5,545,Champions
SC-20800,Stuart Calhoun,Consumer,30,4,279.25600000000003,4,2,1,421,Need Attention
AM-10705,Anne McFarland,Consumer,162,8,5664.022,2,4,5,245,At Risk
RH-19510,Rick Huthwaite,Home Office,467,6,6979.18,1,3,5,135,At Risk
CT-11995,Carol Triggs,Consumer,96,8,3241.898,3,4,4,344,Loyal Customers
MC-17590,Matt Collister,Corporate,51,6,2426.067,4,3,3,433,Loyal Customers
CC-12610,Corey Catlett,Corporate,34,7,2540.631,4,3,3,433,Loyal Customers
KA-16525,Kelly Andreada,Consumer,36,7,1519.506,4,4,2,442,Hibernating
TC-20980,Tamara Chand,Corporate,399,5,19052.218,1,2,5,125,About to Sleep
BF-11080,Bart Folk,Consumer,25,3,272.95,5,1,1,511,New Customers
MM-17260,Magdelene Morse,Consumer,168,4,1314.023,2,2,2,222,Lost Customers
AH-10120,Adrian Hane,Home Office,60,7,1735.514,3,3,2,332,Hibernating
BW-11200,Ben Wallace,Consumer,203,6,1738.406,2,3,2,232,Hibernating
SW-20245,Scot Wooten,Consumer,81,7,1085.078,3,4,2,342,Hibernating
BS-11665,Brian Stugart,Consumer,582,3,3288.11,1,1,4,114,About to Sleep
RF-19345,Randy Ferguson,Corporate,390,8,3309.15,1,4,4,144,At Risk
WB-21850,William Brown,Consumer,20,11,6160.102,5,5,5,555,Champions
TB-21625,Trudy Brown,Consumer,30,9,2797.668,4,5,4,454,Champions
AF-10870,Art Ferguson,Consumer,41,7,2052.908,4,3,3,433,Loyal Customers
RB-19435,Richard Bierner,Consumer,19,8,2663.086,5,4,3,543,Loyal Customers
KF-16285,Karen Ferguson,Home Office,97,7,10604.266,3,4,5,345,Loyal Customers
JH-15820,John Huston,Consumer,174,6,528.91,2,3,1,231,Hibernating
IL-15100,Ivan Liston,Consumer,142,7,5040.736,2,4,5,245,At Risk
PB-18805,Patrick Bzostek,Home Office,25,3,740.356,5,1,1,511,New Customers
RH-19600,Rob Haberlin,Consumer,534,3,2085.74,1,1,3,113,About to Sleep
AW-10930,Arthur Wiediger,Home Office,46,7,2852.968,4,3,4,434,Loyal Customers
ML-17410,Maris LaWare,Consumer,54,6,2921.5,3,3,4,334,Loyal Customers
DB-13555,Dorothy Badders,Corporate,107,7,3908.8028,2,3,4,234,At Risk
MH-17620,Matt Hagelstein,Corporate,155,4,1252.8,2,2,2,222,Lost Customers
DK-13375,Dennis Kane,Consumer,19,8,3318.486,5,4,4,544,Champions
BT-11440,Bobby Trafton,Consumer,560,4,603.876,1,1,1,111,Lost Customers
DB-13405,Denny Blanton,Consumer,187,4,1711.692,2,1,2,212,Lost Customers
TG-21310,Toby Gnade,Consumer,337,5,3058.372,1,3,4,134,At Risk
BF-11005,Barry Franz,Home Office,39,4,1333.88,4,1,2,412,Potential Loyalists
JM-16195,Justin MacKendrick,Consumer,57,10,2833.9260000000004,3,5,4,354,Loyal Customers
MZ-17335,Maria Zettner,Home Office,30,4,593.606,4,2,1,421,Need Attention
MW-18220,Mitch Webber,Consumer,17,7,5341.900000000001,5,4,5,545,Champions
MV-17485,Mark Van Huff,Consumer,27,9,1560.05,4,5,2,452,Hibernating
SM-20320,Sean Miller,Home Office,79,5,25043.05,3,2,5,325,Hibernating
TP-21415,Tom Prescott,Consumer,104,5,5329.0048,2,3,5,235,At Risk
JK-15625,Jim Karlsson,Consumer,61,7,3760.028,3,4,4,344,Loyal Customers
PJ-18835,Patrick Jones,Corporate,39,8,1220.09,4,4,2,442,Hibernating
RS-19420,Ricardo Sperren,Corporate,76,5,3221.29,3,2,4,324,Hibernating
SV-20935,Susan Vittorini,Consumer,2,8,1903.491,5,4,3,543,Loyal Customers
BC-11125,Becky Castell,Home Office,202,9,2933.676,2,5,4,254,At Risk
EM-13825,Elizabeth Moffitt,Corporate,55,8,2339.598,3,4,3,343,Loyal Customers
BM-11575,Brendan Murry,Corporate,100,6,808.162,3,3,1,331,Hibernating
KN-16705,Kristina Nunn,Home Office,98,8,2280.58,3,4,3,343,Loyal Customers
KW-16570,Kelly Williams,Consumer,771,4,449.096,1,1,1,111,Lost Customers
SC-20260,Scott Cohen,Corporate,187,8,3729.793,2,4,4,244,At Risk
CV-12295,Christina VanderZanden,Consumer,254,5,2830.628,1,2,4,124,About to Sleep
SG-20605,Speros Goranitis,Consumer,108,6,3124.832,2,3,4,234,At Risk
TM-21010,Tamara Manning,Consumer,103,8,2955.226,3,4,4,344,Loyal Customers
EM-13810,Eleni McCrary,Corporate,132,5,2567.01,2,2,3,223,About to Sleep
ML-18040,Michelle Lonsdale,Corporate,79,3,742.082,3,1,1,311,Need Attention
CR-12580,Clay Rozendal,Home Office,57,4,2148.852,3,1,3,313,Hibernating
AZ-10750,Annie Zypern,Consumer,160,6,1622.0179999999998,2,3,2,232,Hibernating
PW-19240,Pierre Wener,Consumer,464,7,3922.415,1,4,4,144,At Risk
SC-20380,Shahid Collister,Consumer,30,9,5992.536,4,5,5,455,Champions
CM-11935,Carlos Meador,Consumer,708,2,565.392,1,1,1,111,Lost Customers
GM-14695,Greg Maxwell,Corporate,117,3,6049.966,2,1,5,215,About to Sleep
TB-21250,Tim Brockman,Consumer,349,7,1602.376,1,4,2,142,Hibernating
JM-15865,John Murray,Consumer,109,7,7625.076000000001,2,4,5,245,At Risk
SC-20575,Sonia Cooley,Consumer,92,5,902.728,3,2,1,321,Need Attention
LS-17200,Luke Schmidt,Corporate,96,6,1010.256,3,3,2,332,Hibernating
RR-19315,Ralph Ritter,Consumer,19,2,615.932,5,1,1,511,New Customers
DB-12910,Daniel Byrd,Home Office,21,8,2171.599,5,4,3,543,Loyal Customers
TT-21220,Thomas Thornton,Consumer,183,8,1427.044,2,4,2,242,Hibernating
LO-17170,Lori Olson,Corporate,2,5,644.35,5,2,1,521,Need Attention
KD-16615,Ken Dana,Corporate,289,5,2243.51,1,2,3,123,About to Sleep
NB-18580,Nicole Brennan,Corporate,1165,2,273.872,1,1,1,111,Lost Customers
BD-11635,Brian Derr,Consumer,9,3,582.646,5,1,1,511,New Customers
CM-12235,Chris McAfee,Consumer,385,5,2305.712,1,2,3,123,About to Sleep
EN-13780,Edward Nazzal,Consumer,287,4,2199.366,1,1,3,113,About to Sleep
KN-16450,Kean Nguyen,Corporate,52,5,2171.962,4,2,3,423,Potential Loyalists
BO-11350,Bill Overfelt,Corporate,137,5,2682.728,2,2,3,223,About to Sleep
AG-10300,Aleksandra Gannaway,Corporate,118,4,367.548,2,1,1,211,Lost Customers
MC-17635,Matthew Clasen,Corporate,189,4,795.154,2,1,1,211,Lost Customers
TA-21385,Tom Ashbrook,Home Office,69,4,14595.62,3,2,5,325,Hibernating
JF-15295,Jason Fortune-,Consumer,225,5,955.124,1,2,1,121,Lost Customers
TT-21265,Tim Taslimi,Corporate,406,3,439.5,1,1,1,111,Lost Customers
SB-20170,Sarah Bern,Consumer,201,3,1348.02,2,1,2,212,Lost Customers
CL-12700,Craig Leslie,Home Office,105,5,2353.586,2,2,3,223,About to Sleep
HG-15025,Hunter Glantz,Consumer,6,7,3690.284,5,4,4,544,Champions
NL-18310,Nancy Lomonaco,Home Office,58,4,1418.09,3,2,2,322,Need Attention
RR-19525,Rick Reed,Corporate,170,6,3302.262,2,3,4,234,At Risk
TC-21295,Toby Carlisle,Consumer,27,8,4266.812,4,4,4,444,Champions
