customer_id,recency_days,frequency_orders,monetary_value,total_profit,customer_name,segment,r_score,f_score,m_score,rfm_score,rfm_combined_score,customer_segment
EH-13990,406,6,825.9499999999999,150.3759,Erica Hackney,Consumer,1,3,1,131,5,Promising / Needs Attention
EH-14005,3,7,1219.53,-94.14079999999997,Erica Hernandez,Home Office,5,3,2,532,10,Potential Loyalists
EH-14125,153,10,3082.653,96.27019999999999,Eugene Hildebrand,Home Office,2,5,4,254,11,At Risk
EH-14185,106,6,923.884,242.1107,Evan Henry,Consumer,2,3,1,231,6,Promising / Needs Attention
EJ-13720,303,4,2162.174,387.0176,Ed Jacobs,Consumer,1,1,3,113,5,About to Sleep
EJ-14155,58,5,2656.691,451.87550000000005,Eva Jacobs,Consumer,3,2,3,323,8,Promising / Needs Attention
EK-13795,45,4,1303.478,97.10659999999999,Eileen Kiefer,Home Office,4,1,2,412,7,Potential Loyalists
EL-13735,78,2,124.28,27.1154,Ed Ludwig,Home Office,3,1,1,311,5,Promising / Needs Attention
EM-13810,133,5,2567.0099999999998,-133.8275,Eleni McCrary,Corporate,2,2,3,223,7,About to Sleep
EM-13825,56,8,2339.598,682.5541999999999,Elizabeth Moffitt,Corporate,3,4,3,343,10,Loyal Customers
EM-13960,152,5,933.704,102.29599999999999,Eric Murdock,Consumer,2,2,1,221,5,Hibernating / Lost
EM-14065,48,4,228.99,40.15459999999999,Erin Mull,Consumer,4,1,1,411,6,Potential Loyalists
EM-14095,114,4,1041.0420000000001,240.2362,Eudokia Martin,Corporate,2,1,2,212,5,Hibernating / Lost
EM-14140,49,6,4588.436000000001,1319.3655,Eugene Moren,Home Office,4,3,5,435,12,Loyal Customers
EM-14200,159,3,366.822,21.7721,Evan Minnotte,Home Office,2,1,1,211,4,Hibernating / Lost
EN-13780,288,4,2199.366,496.1131,Edward Nazzal,Consumer,1,1,3,113,5,About to Sleep
EP-13915,13,17,5478.0608,144.9578,Emily Phan,Consumer,5,5,5,555,15,Champions
ER-13855,422,3,1245.788,-295.7398,Elpida Rittenbach,Corporate,1,1,2,112,4,Hibernating / Lost
ES-14020,41,5,3510.4579999999996,1003.2935,Erica Smith,Consumer,4,2,4,424,10,Potential Loyalists
ES-14080,29,9,4657.924,246.6661,Erin Smith,Corporate,4,5,5,455,14,Champions
FA-14230,98,7,2984.054,520.5229,Frank Atkinson,Corporate,3,3,4,334,10,Loyal Customers
FC-14245,71,7,3418.742,1217.1662000000001,Frank Carlisle,Home Office,3,3,4,334,10,Loyal Customers
FC-14335,185,7,3889.366,714.2926,Fred Chung,Corporate,2,3,4,234,9,At Risk
FG-14260,35,7,1383.144,394.73969999999997,Frank Gastineau,Home Office,4,3,2,432,9,Potential Loyalists
FH-14275,38,10,4256.272,1073.2676,Frank Hawley,Corporate,4,5,4,454,13,Champions
FH-14350,213,4,2271.284,706.289,Fred Harton,Consumer,2,1,3,213,6,About to Sleep
FH-14365,6,8,6987.196,2050.2826,Fred Hopkins,Corporate,5,4,5,545,14,Champions
FM-14215,8,10,2456.638,249.6808,Filia McAdams,Corporate,5,5,3,553,13,Loyal Customers
FM-14290,37,9,3736.198,198.10949999999997,Frank Merwin,Home Office,4,5,4,454,13,Champions
FM-14380,146,9,2523.266,191.4898,Fred McMath,Consumer,2,5,3,253,10,At Risk
FO-14305,39,10,2678.438,215.59689999999998,Frank Olsen,Consumer,4,5,3,453,12,Loyal Customers
FP-14320,24,8,4046.746,406.44730000000004,Frank Preis,Consumer,5,4,4,544,13,Champions
FW-14395,363,3,79.75,23.491300000000003,Fred Wasserman,Corporate,1,1,1,111,3,Hibernating / Lost
GA-14515,150,8,3919.7760000000003,840.899,George Ashbrook,Consumer,2,4,4,244,10,At Risk
GA-14725,6,11,1398.382,136.70790000000002,Guy Armstrong,Consumer,5,5,2,552,12,Promising / Needs Attention
GB-14530,63,11,1568.44,7.837100000000003,George Bell,Corporate,3,5,2,352,10,Promising / Needs Attention
GB-14575,14,5,4716.288,1135.8393,Giulietta Baptist,Consumer,5,2,5,525,12,Potential Loyalists
GD-14590,6,4,1888.07,230.93729999999996,Giulietta Dortch,Corporate,5,1,3,513,9,Potential Loyalists
GG-14650,44,9,2224.0,12.698500000000008,Greg Guthrie,Corporate,4,5,3,453,12,Loyal Customers
GH-14410,76,9,2819.4669999999996,-576.8335,Gary Hansen,Home Office,3,5,4,354,12,Loyal Customers
GH-14425,51,4,4172.8460000000005,1176.4181,Gary Hwang,Consumer,4,1,4,414,9,Potential Loyalists
GH-14485,388,2,1361.2440000000001,-95.4498,Gene Hale,Corporate,1,1,2,112,4,Hibernating / Lost
GH-14665,3,2,146.94080000000002,-5.810200000000001,Greg Hansen,Consumer,5,1,1,511,7,Potential Loyalists
GK-14620,113,9,6497.27,1448.5525,Grace Kelly,Corporate,2,5,5,255,12,At Risk
GM-14440,84,7,3582.8199999999997,347.266,Gary McGarr,Consumer,3,3,4,334,10,Loyal Customers
GM-14455,17,6,3078.624,793.2814000000001,Gary Mitchum,Home Office,5,3,4,534,12,Loyal Customers
GM-14500,107,10,1255.682,441.3185,Gene McClure,Consumer,2,5,2,252,9,Promising / Needs Attention
GM-14680,153,6,3163.628,35.48649999999999,Greg Matthias,Consumer,2,3,4,234,9,At Risk
GM-14695,118,3,6049.966,188.7235,Greg Maxwell,Corporate,2,1,5,215,8,About to Sleep
GP-14740,766,2,236.53,31.837600000000002,Guy Phonely,Corporate,1,1,1,111,3,Hibernating / Lost
GR-14560,1136,2,1284.38,359.83320000000003,Georgia Rosenberg,Corporate,1,1,2,112,4,Hibernating / Lost
GT-14635,57,3,9351.212,-4108.6589,Grant Thornton,Corporate,3,1,5,315,9,Promising / Needs Attention
GT-14710,37,11,11820.119999999999,2163.4269,Greg Tran,Consumer,4,5,5,455,14,Champions
GT-14755,35,4,226.436,-6.139200000000002,Guy Thornton,Consumer,4,1,1,411,6,Potential Loyalists
GW-14605,29,7,2189.019,-268.54229999999995,Giulietta Weimer,Consumer,4,3,3,433,10,Loyal Customers
GZ-14470,8,9,4355.150000000001,1087.7539,Gary Zandusky,Consumer,5,5,5,555,15,Champions
GZ-14545,158,4,2454.6220000000003,828.661,George Zrebassa,Corporate,2,1,3,213,6,About to Sleep
HA-14905,70,7,2163.3,270.8574,Helen Abelman,Consumer,3,3,3,333,9,Loyal Customers
HA-14920,21,8,2584.158,99.1445,Helen Andreada,Consumer,5,4,3,543,12,Loyal Customers
HD-14785,770,3,251.36,-135.87599999999998,Harold Dahlen,Home Office,1,1,1,111,3,Hibernating / Lost
HE-14800,13,4,883.5319999999999,274.4028,Harold Engle,Corporate,5,1,1,511,7,Potential Loyalists
HF-14995,22,7,2533.1639999999998,-13.876799999999989,Herbert Flentye,Consumer,5,4,3,543,12,Loyal Customers
HG-14845,55,5,785.628,147.0032,Harry Greene,Consumer,3,2,1,321,6,Promising / Needs Attention
HG-14965,24,12,3247.642,-2797.9635000000003,Henry Goldwyn,Corporate,5,5,4,554,14,Champions
HG-15025,7,7,3690.284,804.6113,Hunter Glantz,Consumer,5,4,4,544,13,Champions
HH-15010,73,2,218.668,86.7342,Hilary Holden,Corporate,3,1,1,311,5,Promising / Needs Attention
HJ-14875,127,5,358.1,98.6548,Heather Jas,Home Office,2,2,1,221,5,Hibernating / Lost
HK-14890,152,8,4877.784,956.9451,Heather Kirkland,Corporate,2,4,5,245,11,At Risk
HL-15040,44,6,12873.297999999999,5622.4292000000005,Hunter Lopez,Consumer,4,3,5,435,12,Loyal Customers
HM-14860,3,10,8236.7648,2437.9836,Harry Marie,Corporate,5,5,5,555,15,Champions
HM-14980,248,4,736.276,117.2755,Henry MacAllister,Consumer,1,1,1,111,3,Hibernating / Lost
HP-14815,31,7,1990.314,373.8637,Harold Pawlan,Home Office,4,4,3,443,11,Loyal Customers
HR-14770,14,5,1299.288,185.5794,Hallie Redmond,Home Office,5,2,2,522,9,Potential Loyalists
HR-14830,160,7,5248.787,1196.9504,Harold Ryan,Corporate,2,4,5,245,11,At Risk
HW-14935,118,8,9300.254,2164.1611,Helen Wasserman,Corporate,2,4,5,245,11,At Risk
HZ-14950,36,5,886.52,-130.3879,Henia Zydlo,Consumer,4,2,1,421,7,Potential Loyalists
IG-15085,72,4,744.574,320.4982,Ivan Gibson,Consumer,3,1,1,311,5,Promising / Needs Attention
IL-15100,143,7,5040.736,1121.937,Ivan Liston,Consumer,2,4,5,245,11,At Risk
IM-15055,410,3,2872.63,975.7701,Ionia McGrath,Consumer,1,1,4,114,6,About to Sleep
IM-15070,391,7,4930.474,514.6527,Irene Maddox,Consumer,1,4,5,145,10,At Risk
JA-15970,93,8,6491.026,-819.4217000000001,Joseph Airdo,Consumer,3,4,5,345,12,Loyal Customers
JB-15400,8,10,1791.605,156.05319999999998,Jennifer Braxton,Corporate,5,5,3,553,13,Loyal Customers
JB-15925,738,3,900.552,-286.9808,Joni Blumstein,Consumer,1,1,1,111,3,Hibernating / Lost
JB-16000,44,7,644.1188,126.76490000000001,Joy Bell-,Consumer,4,4,1,441,9,Promising / Needs Attention
JB-16045,8,5,2518.115,201.51850000000002,Julia Barnett,Home Office,5,2,3,523,10,Potential Loyalists
JC-15340,115,4,71.263,-0.35560000000000036,Jasper Cacioppo,Consumer,2,1,1,211,4,Hibernating / Lost
JC-15385,176,1,1058.108,502.92440000000005,Jenna Caffey,Consumer,2,1,2,212,5,Hibernating / Lost
JC-15775,159,9,2772.055,279.56919999999997,John Castell,Consumer,2,5,4,254,11,At Risk
JC-16105,58,5,858.576,201.5952,Julie Creighton,Corporate,3,2,1,321,6,Promising / Needs Attention
JD-15790,118,5,2152.352,-266.55249999999995,John Dryer,Consumer,2,2,3,223,7,About to Sleep
JD-15895,395,11,7610.8640000000005,1050.2667999999999,Jonathan Doherty,Corporate,1,5,5,155,11,At Risk
JD-16015,113,6,385.43,26.7605,Joy Daniels,Consumer,2,3,1,231,6,Promising / Needs Attention
JD-16060,301,3,695.442,111.11410000000001,Julia Dunbar,Consumer,1,1,1,111,3,Hibernating / Lost
JD-16150,42,8,8828.0305,1619.5199,Justin Deggeller,Corporate,4,4,5,445,13,Champions
JE-15475,194,6,1388.682,276.2197,Jeremy Ellison,Consumer,2,3,2,232,7,Promising / Needs Attention
JE-15610,49,7,7754.976,1623.4019,Jim Epp,Corporate,4,4,5,445,13,Champions
JE-15715,47,10,8697.842999999999,1262.2926,Joe Elijah,Consumer,4,5,5,455,14,Champions
JE-15745,52,13,6760.8150000000005,221.79670000000002,Joel Eaton,Consumer,4,5,5,455,14,Champions
JE-16165,21,3,2697.248,789.6476,Justin Ellison,Corporate,5,1,3,513,9,Potential Loyalists
JF-15190,66,7,2279.5860000000002,575.1259,Jamie Frazer,Consumer,3,4,3,343,10,Loyal Customers
JF-15295,226,5,955.124,97.28899999999999,Jason Fortune-,Consumer,1,2,1,121,4,Hibernating / Lost
JF-15355,106,6,1911.844,330.199,Jay Fein,Consumer,2,3,3,233,8,At Risk
JF-15415,3,6,2371.448,635.6376,Jennifer Ferguson,Consumer,5,3,3,533,11,Loyal Customers
JF-15490,122,11,1082.918,-18.06730000000001,Jeremy Farry,Consumer,2,5,2,252,9,Promising / Needs Attention
JF-15565,55,8,4198.332,1073.2088,Jill Fjeld,Consumer,3,4,4,344,11,Loyal Customers
JG-15115,759,3,2358.676,684.1911,Jack Garza,Consumer,1,1,3,113,5,About to Sleep
JG-15160,2,11,6366.392,1415.6664,James Galang,Consumer,5,5,5,555,15,Champions
JG-15310,3,6,2240.58,3.7976000000000063,Jason Gross,Corporate,5,3,3,533,11,Loyal Customers
JG-15805,224,6,1507.018,206.1019,John Grady,Corporate,2,3,2,232,7,Promising / Needs Attention
JH-15430,6,4,309.281,-24.077100000000005,Jennifer Halladay,Consumer,5,1,1,511,7,Potential Loyalists
JH-15820,175,6,528.91,26.082199999999997,John Huston,Consumer,2,3,1,231,6,Promising / Needs Attention
JH-15910,42,7,959.477,-13.554499999999996,Jonathan Howell,Consumer,4,4,1,441,9,Promising / Needs Attention
JH-15985,30,6,7954.9980000000005,-644.6982,Joseph Holt,Consumer,4,3,5,435,12,Loyal Customers
JH-16180,405,4,2256.3940000000002,-96.95300000000002,Justin Hirsh,Consumer,1,1,3,113,5,About to Sleep
JJ-15445,484,5,709.178,200.5558,Jennifer Jackson,Consumer,1,2,1,121,4,Hibernating / Lost
JJ-15760,754,2,195.0,34.449200000000005,Joel Jenkins,Home Office,1,1,1,111,3,Hibernating / Lost
JK-15205,62,5,4427.142,1219.983,Jamie Kunitz,Consumer,3,2,5,325,10,Promising / Needs Attention
JK-15325,288,3,383.812,55.32769999999999,Jason Klamczynski,Corporate,1,1,1,111,3,Hibernating / Lost
JK-15370,45,8,2709.632,330.2838,Jay Kimmel,Consumer,4,4,3,443,11,Loyal Customers
JK-15625,62,7,3760.028,750.9485,Jim Karlsson,Consumer,3,4,4,344,11,Loyal Customers
JK-15640,181,9,4760.434,1172.5303,Jim Kriz,Home Office,2,5,5,255,12,At Risk
JK-15730,85,10,4867.2,55.0483,Joe Kamberova,Consumer,3,5,5,355,13,Loyal Customers
JK-16090,29,3,3747.668,586.6625,Juliana Krohn,Consumer,4,1,4,414,9,Potential Loyalists
JK-16120,118,10,2932.484,122.6566,Julie Kriz,Home Office,2,5,4,254,11,At Risk
JL-15130,9,6,1214.956,-207.79559999999998,Jack Lebron,Consumer,5,3,2,532,10,Potential Loyalists
JL-15175,7,5,1571.523,209.2817,James Lanier,Home Office,5,2,2,522,9,Potential Loyalists
JL-15235,120,5,2203.7,54.51740000000002,Janet Lee,Consumer,2,2,3,223,7,About to Sleep
JL-15505,50,6,3173.874,591.7163,Jeremy Lonsdale,Consumer,4,3,4,434,11,Loyal Customers
JL-15835,22,11,9799.923,228.907,John Lee,Consumer,5,5,5,555,15,Champions
JL-15850,615,6,2725.256,779.9046,John Lucas,Consumer,1,3,3,133,7,At Risk
JM-15250,38,6,3159.1220000000003,19.82350000000004,Janet Martin,Consumer,4,3,4,434,11,Loyal Customers
JM-15265,38,5,1804.146,502.6143,Janet Molinari,Corporate,4,2,3,423,9,Potential Loyalists
JM-15535,103,7,1733.443,356.5395,Jessica Myrick,Consumer,3,4,2,342,9,Promising / Needs Attention
JM-15580,1,5,303.948,113.1204,Jill Matthias,Consumer,5,2,1,521,8,Potential Loyalists
JM-15655,9,5,864.947,117.20400000000001,Jim Mitchum,Corporate,5,2,1,521,8,Potential Loyalists
JM-15865,110,7,7625.076000000001,1574.6163999999999,John Murray,Consumer,2,4,5,245,11,At Risk
JM-16195,58,10,2833.9260000000004,754.1144,Justin MacKendrick,Consumer,3,5,4,354,12,Loyal Customers
JO-15145,58,9,3254.949,581.4045,Jack O'Briant,Corporate,3,5,4,354,12,Loyal Customers
JO-15280,93,6,1934.272,202.13619999999997,Jas O'Carroll,Consumer,3,3,3,333,9,Loyal Customers
JO-15550,216,5,1090.838,167.6709,Jesus Ocampo,Home Office,2,2,2,222,6,Hibernating / Lost
JP-15460,38,7,1669.135,429.7465,Jennifer Patt,Corporate,4,4,2,442,10,Promising / Needs Attention
JP-15520,9,7,3635.594,757.1802,Jeremy Pistek,Consumer,5,4,4,544,13,Champions
JP-16135,103,9,1707.71,309.7116,Julie Prescott,Home Office,3,5,2,352,10,Promising / Needs Attention
JR-15670,594,2,1156.658,-785.1645,Jim Radford,Consumer,1,1,2,112,4,Hibernating / Lost
JR-15700,69,1,863.88,107.985,Jocasta Rupert,Consumer,3,1,1,311,5,Promising / Needs Attention
JR-16210,34,5,2201.686,452.37300000000005,Justin Ritter,Corporate,4,2,3,423,9,Potential Loyalists
JS-15595,120,4,1417.654,-175.54899999999998,Jill Stevenson,Corporate,2,1,2,212,5,Hibernating / Lost
JS-15685,43,4,1131.0639999999999,-54.8692,Jim Sink,Corporate,4,1,2,412,7,Potential Loyalists
JS-15880,535,5,3868.02,564.9798000000001,John Stevenson,Consumer,1,2,4,124,7,About to Sleep
JS-15940,464,5,469.169,-327.9336,Joni Sundaresam,Home Office,1,2,1,121,4,Hibernating / Lost
JS-16030,29,6,2516.494,-311.25749999999994,Joy Smith,Consumer,4,3,3,433,10,Loyal Customers
JW-15220,43,6,7721.714,2173.7093999999997,Jane Waco,Corporate,4,3,5,435,12,Loyal Customers
JW-15955,6,7,1244.086,-29.575899999999987,Joni Wasserman,Consumer,5,4,2,542,11,Promising / Needs Attention
JW-16075,462,4,1428.731,154.06369999999998,Julia West,Consumer,1,1,2,112,4,Hibernating / Lost
KA-16525,37,7,1519.506,234.9194,Kelly Andreada,Consumer,4,4,2,442,10,Promising / Needs Attention
KB-16240,5,7,3152.6150000000002,763.9076,Karen Bern,Corporate,5,4,4,544,13,Champions
KB-16315,297,9,1569.464,49.71929999999999,Karl Braun,Consumer,1,5,2,152,8,Promising / Needs Attention
KB-16405,118,3,908.821,274.297,Katrina Bavinger,Home Office,2,1,1,211,4,Hibernating / Lost
KB-16585,231,12,2744.742,579.3551,Ken Black,Corporate,1,5,3,153,9,At Risk
KB-16600,2,7,983.922,293.55240000000003,Ken Brennan,Corporate,5,4,2,542,11,Promising / Needs Attention
KC-16255,408,6,2120.954,846.1217,Karen Carlisle,Corporate,1,3,3,133,7,At Risk
KC-16540,98,4,3908.262,709.4219,Kelly Collister,Consumer,3,1,4,314,8,Promising / Needs Attention
KC-16675,58,4,1146.05,156.7797,Kimberly Carter,Corporate,3,1,2,312,6,Promising / Needs Attention
KD-16270,485,5,8282.358,1107.6952000000003,Karen Daniels,Consumer,1,2,5,125,8,About to Sleep
KD-16345,42,6,1888.964,328.5942,Katherine Ducich,Consumer,4,3,3,433,10,Loyal Customers
KD-16495,113,12,8181.256,3038.6254,Keith Dawkins,Corporate,2,5,5,255,12,At Risk
KD-16615,290,5,2243.5099999999998,539.7219,Ken Dana,Corporate,1,2,3,123,6,About to Sleep
KE-16420,27,8,1686.7312,397.87989999999996,Katrina Edelman,Corporate,5,4,2,542,11,Promising / Needs Attention
KF-16285,98,7,10604.266,1660.1386,Karen Ferguson,Home Office,3,4,5,345,12,Loyal Customers
KH-16330,41,8,3312.864,454.7871,Katharine Harms,Corporate,4,4,4,444,12,Champions
KH-16360,2,6,3100.612,528.2051,Katherine Hughes,Consumer,5,3,4,534,12,Loyal Customers
KH-16510,23,7,5952.859,656.1162,Keith Herrera,Consumer,5,4,5,545,14,Champions
KH-16630,59,9,3918.9660000000003,727.3786,Ken Heidel,Corporate,3,5,4,354,12,Loyal Customers
KH-16690,3,7,5990.799,1227.5091,Kristen Hastings,Corporate,5,4,5,545,14,Champions
KL-16555,17,8,5016.488,-182.78130000000002,Kelly Lampkin,Corporate,5,4,5,545,14,Champions
KL-16645,48,12,14175.229000000001,806.855,Ken Lonsdale,Consumer,4,5,5,455,14,Champions
KM-16225,15,6,2260.958,635.1057000000001,Kalyca Meade,Corporate,5,3,3,533,11,Loyal Customers
KM-16375,57,8,5620.186,973.7901999999999,Katherine Murray,Home Office,3,4,5,345,12,Loyal Customers
KM-16660,16,5,453.538,91.1391,Khloe Miller,Consumer,5,2,1,521,8,Potential Loyalists
KM-16720,29,8,4909.472,745.7685,Kunst Miller,Consumer,4,4,5,445,13,Champions
KN-16390,20,9,2617.272,-151.1518,Katherine Nockton,Corporate,5,5,3,553,13,Loyal Customers
KN-16450,53,5,2171.962,114.3083,Kean Nguyen,Corporate,4,2,3,423,9,Potential Loyalists
KN-16705,99,8,2280.58,329.76250000000005,Kristina Nunn,Home Office,3,4,3,343,10,Loyal Customers
KS-16300,296,3,88.472,0.11099999999999888,Karen Seio,Corporate,1,1,1,111,3,Hibernating / Lost
KT-16465,392,7,3057.1,254.0032,Kean Takahito,Consumer,1,4,4,144,9,At Risk
KT-16480,101,10,4642.088400000001,194.0671,Kean Thornton,Consumer,3,5,5,355,13,Loyal Customers
KW-16435,97,5,4416.5199999999995,1756.135,Katrina Willman,Consumer,3,2,5,325,10,Promising / Needs Attention
KW-16570,772,4,449.096,107.92699999999999,Kelly Williams,Consumer,1,1,1,111,3,Hibernating / Lost
LA-16780,155,11,8673.222,2059.1199,Laura Armstrong,Corporate,2,5,5,255,12,At Risk
LB-16735,49,3,50.188,18.6507,Larry Blacks,Consumer,4,1,1,411,6,Potential Loyalists
LB-16795,153,8,4985.676,-52.19099999999998,Laurel Beltran,Home Office,2,4,5,245,11,At Risk
LC-16870,28,8,2580.7039999999997,-188.25110000000004,Lena Cacioppo,Consumer,4,4,3,443,11,Loyal Customers
LC-16885,17,12,7663.126,1288.3469,Lena Creighton,Consumer,5,5,5,555,15,Champions
LC-16930,42,8,4492.946,288.26599999999996,Linda Cazamias,Corporate,4,4,5,445,13,Champions
LC-16960,437,4,3246.626,299.48019999999997,Lindsay Castell,Home Office,1,1,4,114,6,About to Sleep
LC-17050,55,5,2095.064,86.77799999999999,Liz Carlisle,Consumer,3,2,3,323,8,Promising / Needs Attention
LC-17140,14,9,2633.582,231.12520000000004,Logan Currie,Consumer,5,5,3,553,13,Loyal Customers
LD-16855,553,1,5.304,0.4641,Lela Donovan,Corporate,1,1,1,111,3,Hibernating / Lost
LD-17005,415,4,1961.934,557.1714,Lisa DeCherney,Consumer,1,1,3,113,5,About to Sleep
LE-16810,22,6,1469.45,161.76489999999998,Laurel Elliston,Consumer,5,3,2,532,10,Potential Loyalists
LF-17185,23,7,3930.5089999999996,-3583.977,Luke Foster,Consumer,5,4,4,544,13,Champions
LH-16750,152,3,287.426,12.627699999999999,Larry Hughes,Consumer,2,1,1,211,4,Hibernating / Lost
LH-16900,22,9,2295.332,526.0727,Lena Hernandez,Consumer,5,5,3,553,13,Loyal Customers
LH-17020,240,4,318.239,-242.73989999999998,Lisa Hazard,Consumer,1,1,1,111,3,Hibernating / Lost
LH-17155,386,9,1739.689,316.5202,Logan Haushalter,Consumer,1,5,3,153,9,At Risk
LL-16840,250,6,2741.2039999999997,560.0078,Lauren Leatherbury,Consumer,1,3,3,133,7,At Risk
LM-17065,392,5,1346.774,-44.87799999999999,Liz MacKendrick,Consumer,1,2,2,122,5,Hibernating / Lost
LO-17170,3,5,644.35,150.1712,Lori Olson,Corporate,5,2,1,521,8,Potential Loyalists
LP-17080,41,4,756.606,110.7813,Liz Pelletier,Consumer,4,1,1,411,6,Potential Loyalists
LP-17095,10,7,3653.399,338.44539999999995,Liz Preis,Consumer,5,4,4,544,13,Champions
LR-16915,27,6,5142.892,535.4764,Lena Radford,Consumer,5,3,5,535,13,Loyal Customers
LR-17035,133,5,1879.306,-382.8079,Lisa Ryan,Corporate,2,2,3,223,7,About to Sleep
LS-16945,179,6,2845.27,-318.77369999999996,Linda Southworth,Corporate,2,3,4,234,9,At Risk
LS-16975,21,9,2988.674,262.63669999999996,Lindsay Shagiari,Home Office,5,5,4,554,14,Champions
LS-17200,97,6,1010.2560000000001,244.197,Luke Schmidt,Corporate,3,3,2,332,8,Promising / Needs Attention
LS-17230,778,3,368.88000000000005,39.1952,Lycoris Saunders,Consumer,1,1,1,111,3,Hibernating / Lost
LS-17245,35,6,1008.1360000000001,348.3584,Lynn Smith,Consumer,4,3,2,432,9,Potential Loyalists
LT-16765,27,3,329.876,59.036,Larry Tron,Consumer,5,1,1,511,7,Potential Loyalists
LT-17110,35,8,2936.252,320.973,Liz Thompson,Consumer,4,4,4,444,12,Champions
LW-16825,89,5,2238.061,32.5767,Laurel Workman,Corporate,3,2,3,323,8,Promising / Needs Attention
LW-16990,34,6,3230.308,662.8339000000001,Lindsay Williams,Corporate,4,3,4,434,11,Loyal Customers
LW-17125,206,3,1259.04,192.6312,Liz Willingham,Consumer,2,1,2,212,5,Hibernating / Lost
LW-17215,22,7,5420.514,837.2411,Luke Weiss,Consumer,5,4,5,545,14,Champions
MA-17560,65,11,4299.161,1240.2266,Matt Abelman,Home Office,3,5,5,355,13,Loyal Customers
MA-17995,187,6,2453.284,280.7822,Michelle Arnett,Home Office,2,3,3,233,8,At Risk
MB-17305,49,10,1548.702,212.425,Maria Bertelson,Consumer,4,5,2,452,11,Promising / Needs Attention
MB-18085,45,7,1428.231,117.8057,Mick Brown,Consumer,4,4,2,442,10,Promising / Needs Attention
MC-17275,77,8,2725.982,461.0014,Marc Crier,Consumer,3,4,3,343,10,Loyal Customers
MC-17425,400,5,4432.138,1802.3903,Mark Cousins,Corporate,1,2,5,125,8,About to Sleep
MC-17575,28,8,1303.893,210.7493,Matt Collins,Consumer,4,4,2,442,10,Promising / Needs Attention
MC-17590,52,6,2426.067,288.98409999999996,Matt Collister,Corporate,4,3,3,433,10,Loyal Customers
MC-17605,113,8,2258.192,195.4486,Matt Connell,Corporate,2,4,3,243,9,At Risk
MC-17635,190,4,795.154,-247.94350000000003,Matthew Clasen,Corporate,2,1,1,211,4,Hibernating / Lost
MC-17845,2,7,3805.714,698.4174,Michael Chen,Consumer,5,4,4,544,13,Champions
MC-18100,42,10,2218.98,-64.1668,Mick Crebagga,Consumer,4,5,3,453,12,Loyal Customers
MC-18130,370,5,1581.9979999999998,121.7565,Mike Caudle,Corporate,1,2,2,122,5,Hibernating / Lost
MD-17350,118,7,3766.382,-241.94999999999996,Maribeth Dona,Consumer,2,4,4,244,10,At Risk
MD-17860,37,5,1204.91,-4.040300000000002,Michael Dominguez,Corporate,4,2,2,422,8,Potential Loyalists
ME-17320,43,10,10663.728000000001,1859.4695,Maria Etezadi,Home Office,4,5,5,455,14,Champions
ME-17725,29,8,1908.4532,77.81280000000001,Max Engle,Consumer,4,4,3,443,11,Loyal Customers
ME-18010,93,4,1256.944,107.3604,Michelle Ellison,Corporate,3,2,2,322,7,Promising / Needs Attention
MF-17665,422,5,937.039,-341.52650000000006,Maureen Fritzler,Corporate,1,2,1,121,4,Hibernating / Lost
MF-18250,8,5,1758.3,456.86080000000004,Monica Federle,Corporate,5,2,3,523,10,Potential Loyalists
MG-17650,30,7,3785.276,341.898,Matthew Grinstein,Home Office,4,4,4,444,12,Champions
MG-17680,93,4,2350.188,25.888599999999972,Maureen Gastineau,Home Office,3,2,3,323,8,Promising / Needs Attention
MG-17695,556,3,1342.282,-398.79319999999996,Maureen Gnade,Consumer,1,1,2,112,4,Hibernating / Lost
MG-17875,117,5,1242.8329999999999,-470.7684,Michael Grace,Home Office,2,2,2,222,6,Hibernating / Lost
MG-17890,100,9,776.384,171.7372,Michael Granlund,Home Office,3,5,1,351,9,Promising / Needs Attention
MG-18145,85,4,3061.543,-93.603,Mike Gockenbach,Consumer,3,2,4,324,9,Promising / Needs Attention
MG-18205,265,1,16.739,-1.2453,Mitch Gastineau,Corporate,1,1,1,111,3,Hibernating / Lost
MH-17290,120,6,2394.025,28.761200000000038,Marc Harrigan,Home Office,2,3,3,233,8,At Risk
MH-17440,377,4,400.016,61.428599999999996,Mark Haberlin,Corporate,1,2,1,121,4,Hibernating / Lost
MH-17455,86,8,2456.1820000000002,484.77330000000006,Mark Hamilton,Consumer,3,4,3,343,10,Loyal Customers
MH-17620,156,4,1252.8,122.3612,Matt Hagelstein,Corporate,2,2,2,222,6,Hibernating / Lost
MH-17785,99,7,2203.7780000000002,238.5614,Maya Herman,Corporate,3,4,3,343,10,Loyal Customers
MH-18025,50,5,2984.948,476.9032,Michelle Huthwaite,Consumer,4,2,4,424,10,Potential Loyalists
MH-18115,6,9,5503.093,170.9746,Mick Hernandez,Home Office,5,5,5,555,15,Champions
MJ-17740,23,7,6320.746,1054.5529000000001,Max Jones,Consumer,5,4,5,545,14,Champions
MK-17905,29,8,2302.368,-405.3559,Michael Kennedy,Corporate,4,4,3,443,11,Loyal Customers
MK-18160,241,4,1031.602,227.83380000000002,Mike Kennedy,Consumer,1,2,2,122,5,Hibernating / Lost
ML-17395,70,9,2722.843,684.9162,Marina Lichtenstein,Corporate,3,5,3,353,11,Loyal Customers
