customer_id,customer_name,segment,recency,frequency,monetary,total_profit,total_quantity,first_order_date,last_order_date,aov,profit_margin_pct,r_score,f_score,m_score,rfm_score,rfm_combined_score,rfm_segment
CT-11995,Carol Triggs,Consumer,96,8,3241.898,161.22629999999995,60,2014-05-07,2017-09-25,405.24,4.97,3,4,4,344,11,Loyal Customers
CV-12295,Christina VanderZanden,Consumer,254,5,2830.6279999999997,493.0861,54,2014-03-28,2017-04-20,566.13,17.42,1,2,4,124,7,About to Sleep
CV-12805,Cynthia Voltz,Corporate,5,9,2370.3136,98.99749999999999,62,2016-05-09,2017-12-25,263.37,4.18,5,5,3,553,13,Loyal Customers
CW-11905,Carl Weiss,Home Office,22,6,1136.592,370.8298,40,2014-06-09,2017-12-08,189.43,32.63,5,3,2,532,10,Hibernating
CY-12745,Craig Yedwab,Corporate,60,8,2900.026,60.64670000000001,43,2014-12-12,2017-10-31,362.5,2.09,3,4,4,344,11,Loyal Customers
Co-12640,Corey-Lock,Consumer,549,5,1300.076,205.62820000000002,30,2014-06-20,2016-06-29,260.02,15.82,1,2,2,122,5,Lost Customers
DA-13450,Dianna Arnett,Home Office,352,4,156.76,56.7904,27,2014-04-25,2017-01-12,39.19,36.23,1,1,1,111,3,Lost Customers
DB-12910,Daniel Byrd,Home Office,21,8,2171.599,431.3748,47,2014-10-24,2017-12-09,271.45,19.86,5,4,3,543,12,Loyal Customers
DB-12970,Darren Budd,Corporate,241,5,2839.2272,213.00289999999998,43,2014-11-12,2017-05-03,567.85,7.5,1,2,4,124,7,About to Sleep
DB-13060,Dave Brooks,Consumer,16,7,4531.646,473.0272,48,2014-03-01,2017-12-14,647.38,10.44,5,3,5,535,13,Loyal Customers
DB-13120,David Bremer,Corporate,48,7,2973.094,-1421.7692,59,2015-05-01,2017-11-12,424.73,-47.82,4,3,4,434,11,Loyal Customers
DB-13210,Dean Braden,Consumer,9,10,2332.577,169.9679,75,2015-03-22,2017-12-21,233.26,7.29,5,5,3,553,13,Loyal Customers
DB-13270,Deborah Brumfield,Home Office,53,8,4655.897,841.8263999999999,52,2014-02-04,2017-11-07,581.99,18.08,4,4,5,445,13,Champions
DB-13360,Dennis Bolton,Home Office,264,5,1081.466,291.0085,28,2014-11-19,2017-04-10,216.29,26.91,1,2,2,122,5,Lost Customers
DB-13405,Denny Blanton,Consumer,187,4,1711.692,438.9092,62,2015-08-08,2017-06-26,427.92,25.64,2,1,2,212,5,Lost Customers
DB-13555,Dorothy Badders,Corporate,107,7,3908.8028,109.32700000000001,61,2014-04-21,2017-09-14,558.4,2.8,2,3,4,234,9,At Risk
DB-13615,Doug Bickford,Consumer,33,7,1989.05,438.80119999999994,41,2014-09-30,2017-11-27,284.15,22.06,4,3,3,433,10,Loyal Customers
DB-13660,Duane Benoit,Consumer,12,7,1155.202,177.67350000000002,33,2014-06-17,2017-12-18,165.03,15.38,5,3,2,532,10,Hibernating
DC-12850,Dan Campbell,Consumer,37,9,3336.168,-1441.6312999999998,64,2014-07-05,2017-11-23,370.69,-43.21,4,5,4,454,13,Champions
DC-13285,Debra Catini,Consumer,23,5,1174.618,132.06820000000002,37,2014-12-29,2017-12-07,234.92,11.24,5,2,2,522,9,Potential Loyalists
DD-13570,Dorothy Dickinson,Consumer,41,6,269.542,36.4344,33,2014-03-31,2017-11-19,44.92,13.52,4,3,1,431,8,Hibernating
DE-13255,Deanra Eno,Home Office,719,5,2550.874,464.47139999999996,38,2014-08-22,2016-01-11,510.17,18.21,1,2,3,123,6,About to Sleep
DF-13135,David Flashing,Consumer,700,3,2390.534,-259.3097,23,2014-10-04,2016-01-30,796.84,-10.85,1,1,3,113,5,About to Sleep
DG-13300,Deirdre Greer,Corporate,32,5,3195.818,562.7761,39,2014-11-01,2017-11-28,639.16,17.61,4,2,4,424,10,Potential Loyalists
DH-13075,Dave Hallsten,Corporate,277,6,4932.872,1193.7404,81,2014-11-21,2017-03-28,822.15,24.2,1,3,5,135,9,At Risk
DH-13675,Duane Huffman,Home Office,776,4,1043.096,116.667,41,2014-08-12,2015-11-15,260.77,11.18,1,1,2,112,4,Lost Customers
DJ-13420,Denny Joy,Corporate,637,4,2012.52,483.03499999999997,20,2014-12-08,2016-04-02,503.13,24.0,1,1,3,113,5,About to Sleep
DJ-13510,Don Jones,Corporate,48,8,2501.6879999999996,345.2521,52,2014-08-17,2017-11-12,312.71,13.8,4,4,3,443,11,Loyal Customers
DJ-13630,Doug Jacobs,Consumer,12,3,3356.398,731.5644,43,2015-12-14,2017-12-18,1118.8,21.8,5,1,4,514,10,Potential Loyalists
DK-12835,Damala Kotsonis,Corporate,21,12,3256.48,881.1228000000001,86,2014-03-26,2017-12-09,271.37,27.06,5,5,4,554,14,Champions
DK-12895,Dana Kaydos,Consumer,45,5,4282.176,937.6496,65,2015-03-08,2017-11-15,856.44,21.9,4,2,4,424,10,Potential Loyalists
DK-12985,Darren Koutras,Consumer,7,5,1687.04,-107.35379999999998,32,2014-11-24,2017-12-23,337.41,-6.36,5,2,2,522,9,Potential Loyalists
DK-13090,Dave Kipp,Consumer,42,7,2650.557,536.3935,33,2015-03-02,2017-11-18,378.65,20.24,4,3,3,433,10,Loyal Customers
DK-13150,David Kendrick,Corporate,10,2,797.832,249.9447,20,2014-12-05,2017-12-20,398.92,31.33,5,1,1,511,7,New Customers
DK-13225,Dean Katz,Corporate,10,9,4802.394,209.89940000000004,70,2014-03-14,2017-12-20,533.6,4.37,5,5,5,555,15,Champions
DK-13375,Dennis Kane,Consumer,19,8,3318.486,377.0799,77,2014-09-07,2017-12-11,414.81,11.36,5,4,4,544,13,Champions
DL-12865,Dan Lawera,Consumer,100,8,1503.112,322.2449,51,2014-06-29,2017-09-21,187.89,21.44,3,4,2,342,9,Hibernating
DL-12925,Daniel Lacy,Consumer,57,6,3272.2,4.213200000000029,43,2014-09-09,2017-11-03,545.37,0.13,3,3,4,334,10,Loyal Customers
DL-13315,Delfina Latchford,Consumer,22,8,1458.258,288.8732,74,2014-01-16,2017-12-08,182.28,19.81,5,4,2,542,11,Hibernating
DL-13330,Denise Leinenbach,Consumer,57,4,585.02,222.6812,32,2014-06-23,2017-11-03,146.26,38.06,3,1,1,311,5,Need Attention
DL-13495,Dionis Lloyd,Corporate,76,8,3539.322,-52.78799999999997,33,2015-12-25,2017-10-15,442.42,-1.49,3,4,4,344,11,Loyal Customers
DM-12955,Dario Medina,Corporate,114,7,1322.034,108.7583,28,2014-09-30,2017-09-07,188.86,8.23,2,3,2,232,7,Hibernating
DM-13015,Darrin Martin,Consumer,57,7,6345.103,1677.3931,87,2014-09-14,2017-11-03,906.44,26.44,3,3,5,335,11,Loyal Customers
DM-13345,Denise Monton,Corporate,22,8,4074.4719999999998,1319.0586,41,2014-11-03,2017-12-08,509.31,32.37,5,4,4,544,13,Champions
DM-13525,Don Miller,Corporate,481,3,1376.792,199.7688,33,2014-07-05,2016-09-05,458.93,14.51,1,1,2,112,4,Lost Customers
DN-13690,Duane Noonan,Consumer,217,7,2139.79,540.5405000000001,41,2014-09-20,2017-05-27,305.68,25.26,2,3,3,233,8,At Risk
DO-13435,Denny Ordway,Consumer,133,9,1300.0315,-38.90860000000001,48,2014-10-03,2017-08-19,144.45,-2.99,2,5,2,252,9,Hibernating
DO-13645,Doug O'Connell,Consumer,26,7,1267.316,294.0676,36,2015-11-07,2017-12-04,181.05,23.2,5,3,2,532,10,Hibernating
DP-13000,Darren Powers,Consumer,126,9,1050.636,241.4524,58,2014-01-03,2017-08-26,116.74,22.98,2,5,2,252,9,Hibernating
DP-13105,Dave Poirier,Corporate,6,8,2215.002,563.1761,63,2015-08-22,2017-12-24,276.88,25.43,5,4,3,543,12,Loyal Customers
DP-13165,David Philippe,Consumer,812,2,1058.616,-40.93759999999999,20,2014-12-02,2015-10-10,529.31,-3.87,1,1,2,112,4,Lost Customers
DP-13390,Dennis Pardue,Home Office,358,9,5480.723999999999,1571.8318,50,2014-07-05,2017-01-06,608.97,28.68,1,5,5,155,11,At Risk
DR-12880,Dan Reichenbach,Corporate,3,9,6528.034000000001,1641.8613,103,2015-09-25,2017-12-27,725.34,25.15,5,5,5,555,15,Champions
DR-12940,Daniel Raglin,Home Office,50,8,8350.868,2869.0759999999996,57,2014-03-28,2017-11-10,1043.86,34.36,4,4,5,445,13,Champions
DS-13030,Darrin Sayre,Home Office,93,4,1762.213,193.3319,54,2014-07-09,2017-09-28,440.55,10.97,3,1,3,313,7,Hibernating
DS-13180,David Smith,Corporate,23,9,2881.8128,163.6993,68,2014-04-28,2017-12-07,320.2,5.68,5,5,4,554,14,Champions
DV-13045,Darrin Van Huff,Corporate,19,5,1119.483,-427.184,28,2016-06-12,2017-12-11,223.9,-38.16,5,2,2,522,9,Potential Loyalists
DV-13465,Dianna Vittorini,Consumer,29,6,3341.587,353.2127,62,2014-06-22,2017-12-01,556.93,10.57,4,3,4,434,11,Loyal Customers
DW-13195,David Wiener,Corporate,69,6,1080.751,-86.87379999999999,39,2014-01-18,2017-10-22,180.13,-8.04,3,3,2,332,8,Hibernating
DW-13480,Dianna Wilson,Home Office,217,5,5271.628,1348.7556,38,2014-06-01,2017-05-27,1054.33,25.59,2,2,5,225,9,About to Sleep
DW-13540,Don Weiss,Consumer,98,5,344.08,69.6672,21,2016-02-27,2017-09-23,68.82,20.25,3,2,1,321,6,Need Attention
DW-13585,Dorothy Wardle,Corporate,242,7,1204.854,-266.8966,44,2014-08-24,2017-05-02,172.12,-22.15,1,3,2,132,6,Hibernating
Dl-13600,Dorris liebe,Corporate,119,5,755.602,175.2388,19,2014-03-30,2017-09-02,151.12,23.19,2,2,1,221,5,Lost Customers
Dp-13240,Dean percer,Home Office,84,11,7198.7609999999995,333.36479999999995,99,2014-05-26,2017-10-07,654.43,4.63,3,5,5,355,13,Loyal Customers
EA-14035,Erin Ashbrook,Corporate,152,13,2846.705,-52.74059999999998,87,2014-09-13,2017-07-31,218.98,-1.85,2,5,4,254,11,At Risk
EB-13705,Ed Braxton,Corporate,48,9,3644.978,13.621500000000005,55,2014-07-08,2017-11-12,405.0,0.37,4,5,4,454,13,Champions
EB-13750,Edward Becker,Corporate,35,10,3236.314,-80.28599999999999,91,2015-03-12,2017-11-25,323.63,-2.48,4,5,4,454,13,Champions
EB-13840,Ellis Ballard,Corporate,90,5,4358.128,656.1988,41,2014-05-30,2017-10-01,871.63,15.06,3,2,5,325,10,Hibernating
EB-13870,Emily Burns,Consumer,100,10,2767.219,261.5315,41,2014-05-05,2017-09-21,276.72,9.45,3,5,4,354,12,Loyal Customers
EB-13930,Eric Barreto,Consumer,161,5,944.6000000000001,0.6042000000000058,24,2014-02-02,2017-07-22,188.92,0.06,2,2,1,221,5,Lost Customers
EB-13975,Erica Bern,Corporate,0,4,1643.255,162.8781,18,2016-01-04,2017-12-30,410.81,9.91,5,1,2,512,8,Potential Loyalists
EB-14110,Eugene Barchas,Consumer,113,6,3071.126,184.7656,30,2015-04-13,2017-09-08,511.85,6.02,2,3,4,234,9,At Risk
EB-14170,Evan Bailliet,Consumer,82,6,1186.326,282.1701,20,2014-09-29,2017-10-09,197.72,23.79,3,3,2,332,8,Hibernating
EC-14050,Erin Creighton,Consumer,53,5,461.914,96.4256,37,2014-12-17,2017-11-07,92.38,20.88,4,2,1,421,7,Need Attention
ED-13885,Emily Ducich,Home Office,135,8,3484.92,670.4435000000001,54,2014-08-09,2017-08-17,435.62,19.24,2,4,4,244,10,At Risk
EG-13900,Emily Grady,Consumer,22,5,1832.02,104.2656,44,2015-11-02,2017-12-08,366.4,5.69,5,2,3,523,10,Potential Loyalists
EH-13765,Edward Hooks,Corporate,135,12,10310.880000000001,1393.5154,120,2014-04-12,2017-08-17,859.24,13.51,2,5,5,255,12,At Risk
EH-13945,Eric Hoffmann,Consumer,217,8,684.1709999999999,53.53980000000001,72,2014-07-02,2017-05-27,85.52,7.83,2,4,1,241,7,Hibernating
EH-13990,Erica Hackney,Consumer,405,6,825.9499999999999,150.3759,20,2014-01-15,2016-11-20,137.66,18.21,1,3,1,131,5,Hibernating
EH-14005,Erica Hernandez,Home Office,2,7,1219.53,-94.14079999999997,50,2014-05-13,2017-12-28,174.22,-7.72,5,3,2,532,10,Hibernating
EH-14125,Eugene Hildebrand,Home Office,152,10,3082.653,96.27019999999999,76,2014-10-19,2017-07-31,308.27,3.12,2,5,4,254,11,At Risk
EH-14185,Evan Henry,Consumer,105,6,923.884,242.1107,22,2014-05-22,2017-09-16,153.98,26.21,2,3,1,231,6,Hibernating
EJ-13720,Ed Jacobs,Consumer,302,4,2162.174,387.0176,31,2014-01-27,2017-03-03,540.54,17.9,1,1,3,113,5,About to Sleep
EJ-14155,Eva Jacobs,Consumer,57,5,2656.691,451.87550000000005,31,2014-03-03,2017-11-03,531.34,17.01,3,2,3,323,8,Hibernating
EK-13795,Eileen Kiefer,Home Office,44,4,1303.478,97.10659999999999,18,2014-03-18,2017-11-16,325.87,7.45,4,1,2,412,7,Potential Loyalists
EL-13735,Ed Ludwig,Home Office,77,2,124.28,27.1154,9,2016-04-22,2017-10-14,62.14,21.82,3,1,1,311,5,Need Attention
EM-13810,Eleni McCrary,Corporate,132,5,2567.0099999999998,-133.8275,23,2015-06-07,2017-08-20,513.4,-5.21,2,2,3,223,7,About to Sleep
EM-13825,Elizabeth Moffitt,Corporate,55,8,2339.598,682.5541999999999,57,2014-12-02,2017-11-05,292.45,29.17,3,4,3,343,10,Loyal Customers
EM-13960,Eric Murdock,Consumer,151,5,933.704,102.29599999999999,18,2015-10-01,2017-08-01,186.74,10.96,2,2,1,221,5,Lost Customers
EM-14065,Erin Mull,Consumer,47,4,228.99,40.15459999999999,22,2014-07-22,2017-11-13,57.25,17.54,4,1,1,411,6,New Customers
EM-14095,Eudokia Martin,Corporate,113,4,1041.0420000000001,240.2362,34,2015-08-07,2017-09-08,260.26,23.08,2,1,2,212,5,Lost Customers
EM-14140,Eugene Moren,Home Office,48,6,4588.436000000001,1319.3655,74,2014-07-19,2017-11-12,764.74,28.75,4,3,5,435,12,Loyal Customers
EM-14200,Evan Minnotte,Home Office,158,3,366.822,21.7721,13,2015-12-20,2017-07-25,122.27,5.94,2,1,1,211,4,Lost Customers
EN-13780,Edward Nazzal,Consumer,287,4,2199.366,496.1131,27,2015-05-30,2017-03-18,549.84,22.56,1,1,3,113,5,About to Sleep
EP-13915,Emily Phan,Consumer,12,17,5478.0608,144.9578,124,2014-07-06,2017-12-18,322.24,2.65,5,5,5,555,15,Champions
ER-13855,Elpida Rittenbach,Corporate,421,3,1245.788,-295.7398,27,2015-12-21,2016-11-04,415.26,-23.74,1,1,2,112,4,Lost Customers
ES-14020,Erica Smith,Consumer,40,5,3510.4579999999996,1003.2935,31,2014-09-20,2017-11-20,702.09,28.58,4,2,4,424,10,Potential Loyalists
ES-14080,Erin Smith,Corporate,28,9,4657.924,246.6661,77,2014-10-02,2017-12-02,517.55,5.3,4,5,5,455,14,Champions
FA-14230,Frank Atkinson,Corporate,97,7,2984.054,520.5229,58,2014-09-19,2017-09-24,426.29,17.44,3,3,4,334,10,Loyal Customers
FC-14245,Frank Carlisle,Home Office,70,7,3418.742,1217.1662000000001,50,2015-06-13,2017-10-21,488.39,35.6,3,3,4,334,10,Loyal Customers
FC-14335,Fred Chung,Corporate,184,7,3889.366,714.2926,37,2014-10-10,2017-06-29,555.62,18.37,2,3,4,234,9,At Risk
FG-14260,Frank Gastineau,Home Office,34,7,1383.144,394.73969999999997,48,2014-05-21,2017-11-26,197.59,28.54,4,3,2,432,9,Hibernating
FH-14275,Frank Hawley,Corporate,37,10,4256.272,1073.2676,65,2014-04-06,2017-11-23,425.63,25.22,4,5,4,454,13,Champions
FH-14350,Fred Harton,Consumer,212,4,2271.284,706.289,52,2015-08-23,2017-06-01,567.82,31.1,2,1,3,213,6,About to Sleep
FH-14365,Fred Hopkins,Corporate,5,8,6987.196,2050.2826,52,2014-10-20,2017-12-25,873.4,29.34,5,4,5,545,14,Champions
FM-14215,Filia McAdams,Corporate,7,10,2456.638,249.6808,48,2014-03-11,2017-12-23,245.66,10.16,5,5,3,553,13,Loyal Customers
FM-14290,Frank Merwin,Home Office,36,9,3736.198,198.10949999999997,79,2014-08-26,2017-11-24,415.13,5.3,4,5,4,454,13,Champions
FM-14380,Fred McMath,Consumer,145,9,2523.266,191.4898,53,2015-07-12,2017-08-07,280.36,7.59,2,5,3,253,10,At Risk
FO-14305,Frank Olsen,Consumer,38,10,2678.438,215.59689999999998,60,2014-06-09,2017-11-22,267.84,8.05,4,5,3,453,12,Loyal Customers
FP-14320,Frank Preis,Consumer,23,8,4046.746,406.44730000000004,54,2014-12-07,2017-12-07,505.84,10.04,5,4,4,544,13,Champions
FW-14395,Fred Wasserman,Corporate,362,3,79.75,23.491300000000003,9,2015-03-22,2017-01-02,26.58,29.46,1,1,1,111,3,Lost Customers
GA-14515,George Ashbrook,Consumer,149,8,3919.7760000000003,840.899,48,2014-05-18,2017-08-03,489.97,21.45,2,4,4,244,10,At Risk
GA-14725,Guy Armstrong,Consumer,5,11,1398.382,136.70790000000002,79,2014-02-11,2017-12-25,127.13,9.78,5,5,2,552,12,Hibernating
GB-14530,George Bell,Corporate,62,11,1568.44,7.837100000000003,62,2014-04-28,2017-10-29,142.59,0.5,3,5,2,352,10,Hibernating
GB-14575,Giulietta Baptist,Consumer,13,5,4716.288,1135.8393,63,2015-06-12,2017-12-17,943.26,24.08,5,2,5,525,12,Potential Loyalists
GD-14590,Giulietta Dortch,Corporate,5,4,1888.07,230.93729999999996,25,2014-05-05,2017-12-25,472.02,12.23,5,1,3,513,9,Potential Loyalists
GG-14650,Greg Guthrie,Corporate,43,9,2224.0,12.698500000000008,92,2014-10-31,2017-11-17,247.11,0.57,4,5,3,453,12,Loyal Customers
GH-14410,Gary Hansen,Home Office,75,9,2819.4669999999996,-576.8335,65,2014-07-09,2017-10-16,313.27,-20.46,3,5,4,354,12,Loyal Customers
GH-14425,Gary Hwang,Consumer,50,4,4172.8460000000005,1176.4181,51,2014-06-17,2017-11-10,1043.21,28.19,4,1,4,414,9,Potential Loyalists
GH-14485,Gene Hale,Corporate,387,2,1361.2440000000001,-95.4498,15,2015-10-08,2016-12-08,680.62,-7.01,1,1,2,112,4,Lost Customers
GH-14665,Greg Hansen,Consumer,2,2,146.94080000000002,-5.810200000000001,9,2015-11-17,2017-12-28,73.47,-3.95,5,1,1,511,7,New Customers
GK-14620,Grace Kelly,Corporate,112,9,6497.27,1448.5525,66,2014-06-25,2017-09-09,721.92,22.29,2,5,5,255,12,At Risk
GM-14440,Gary McGarr,Consumer,83,7,3582.8199999999997,347.266,43,2014-03-21,2017-10-08,511.83,9.69,3,3,4,334,10,Loyal Customers
GM-14455,Gary Mitchum,Home Office,16,6,3078.624,793.2814000000001,54,2014-04-11,2017-12-14,513.1,25.77,5,3,4,534,12,Loyal Customers
GM-14500,Gene McClure,Consumer,106,10,1255.682,441.3185,53,2014-08-09,2017-09-15,125.57,35.15,2,5,2,252,9,Hibernating
GM-14680,Greg Matthias,Consumer,152,6,3163.628,35.48649999999999,31,2014-05-10,2017-07-31,527.27,1.12,2,3,4,234,9,At Risk
GM-14695,Greg Maxwell,Corporate,117,3,6049.966,188.7235,44,2014-04-05,2017-09-04,2016.66,3.12,2,1,5,215,8,About to Sleep
GP-14740,Guy Phonely,Corporate,765,2,236.53,31.837600000000002,21,2014-04-06,2015-11-26,118.26,13.46,1,1,1,111,3,Lost Customers
GR-14560,Georgia Rosenberg,Corporate,1135,2,1284.38,359.83320000000003,23,2014-11-19,2014-11-21,642.19,28.02,1,1,2,112,4,Lost Customers
GT-14635,Grant Thornton,Corporate,56,3,9351.212,-4108.6589,26,2014-06-06,2017-11-04,3117.07,-43.94,3,1,5,315,9,Hibernating
GT-14710,Greg Tran,Consumer,36,11,11820.119999999999,2163.4269,106,2014-05-23,2017-11-24,1074.56,18.3,4,5,5,455,14,Champions
GT-14755,Guy Thornton,Consumer,34,4,226.436,-6.139200000000002,23,2015-02-18,2017-11-26,56.61,-2.71,4,1,1,411,6,New Customers
GW-14605,Giulietta Weimer,Consumer,28,7,2189.019,-268.54229999999995,43,2014-03-01,2017-12-02,312.72,-12.27,4,3,3,433,10,Loyal Customers
GZ-14470,Gary Zandusky,Consumer,7,9,4355.150000000001,1087.7539,48,2014-08-05,2017-12-23,483.91,24.98,5,5,5,555,15,Champions
GZ-14545,George Zrebassa,Corporate,157,4,2454.6220000000003,828.661,25,2014-09-28,2017-07-26,613.66,33.76,2,1,3,213,6,About to Sleep
HA-14905,Helen Abelman,Consumer,69,7,2163.3,270.8574,45,2014-06-30,2017-10-22,309.04,12.52,3,3,3,333,9,Loyal Customers
HA-14920,Helen Andreada,Consumer,20,8,2584.158,99.1445,72,2014-10-11,2017-12-10,323.02,3.84,5,4,3,543,12,Loyal Customers
HD-14785,Harold Dahlen,Home Office,769,3,251.36,-135.87599999999998,31,2014-05-11,2015-11-22,83.79,-54.06,1,1,1,111,3,Lost Customers
HE-14800,Harold Engle,Corporate,12,4,883.5319999999999,274.4028,44,2016-01-30,2017-12-18,220.88,31.06,5,1,1,511,7,New Customers
HF-14995,Herbert Flentye,Consumer,21,7,2533.1639999999998,-13.876799999999989,70,2014-05-26,2017-12-09,361.88,-0.55,5,4,3,543,12,Loyal Customers
HG-14845,Harry Greene,Consumer,54,5,785.628,147.0032,31,2014-04-29,2017-11-06,157.13,18.71,3,2,1,321,6,Need Attention
HG-14965,Henry Goldwyn,Corporate,23,12,3247.642,-2797.9635000000003,68,2014-09-20,2017-12-07,270.64,-86.15,5,5,4,554,14,Champions
HG-15025,Hunter Glantz,Consumer,6,7,3690.284,804.6113,38,2014-10-14,2017-12-24,527.18,21.8,5,4,4,544,13,Champions
HH-15010,Hilary Holden,Corporate,72,2,218.668,86.7342,20,2014-08-29,2017-10-19,109.33,39.66,3,1,1,311,5,Need Attention
HJ-14875,Heather Jas,Home Office,126,5,358.1,98.6548,21,2015-04-13,2017-08-26,71.62,27.55,2,2,1,221,5,Lost Customers
HK-14890,Heather Kirkland,Corporate,151,8,4877.784,956.9451,64,2014-06-10,2017-08-01,609.72,19.62,2,4,5,245,11,At Risk
HL-15040,Hunter Lopez,Consumer,43,6,12873.297999999999,5622.4292000000005,50,2014-01-20,2017-11-17,2145.55,43.68,4,3,5,435,12,Loyal Customers
HM-14860,Harry Marie,Corporate,2,10,8236.7648,2437.9836,76,2014-07-21,2017-12-28,823.68,29.6,5,5,5,555,15,Champions
HM-14980,Henry MacAllister,Consumer,247,4,736.276,117.2755,29,2015-10-02,2017-04-27,184.07,15.93,1,1,1,111,3,Lost Customers
HP-14815,Harold Pawlan,Home Office,30,7,1990.314,373.8637,44,2014-05-06,2017-11-30,284.33,18.78,4,4,3,443,11,Loyal Customers
HR-14770,Hallie Redmond,Home Office,13,5,1299.288,185.5794,38,2014-03-01,2017-12-17,259.86,14.28,5,2,2,522,9,Potential Loyalists
HR-14830,Harold Ryan,Corporate,159,7,5248.787,1196.9504,51,2014-11-24,2017-07-24,749.83,22.8,2,4,5,245,11,At Risk
HW-14935,Helen Wasserman,Corporate,117,8,9300.254,2164.1611,85,2015-09-27,2017-09-04,1162.53,23.27,2,4,5,245,11,At Risk
HZ-14950,Henia Zydlo,Consumer,35,5,886.52,-130.3879,21,2016-03-14,2017-11-25,177.3,-14.71,4,2,1,421,7,Need Attention
IG-15085,Ivan Gibson,Consumer,71,4,744.574,320.4982,19,2014-10-18,2017-10-20,186.14,43.04,3,1,1,311,5,Need Attention
IL-15100,Ivan Liston,Consumer,142,7,5040.736,1121.937,60,2014-08-01,2017-08-10,720.11,22.26,2,4,5,245,11,At Risk
IM-15055,Ionia McGrath,Consumer,409,3,2872.63,975.7701,19,2014-01-23,2016-11-16,957.54,33.97,1,1,4,114,6,About to Sleep
IM-15070,Irene Maddox,Consumer,390,7,4930.474,514.6527,93,2014-12-19,2016-12-05,704.35,10.44,1,4,5,145,10,At Risk
JA-15970,Joseph Airdo,Consumer,92,8,6491.026,-819.4217000000001,87,2014-09-17,2017-09-29,811.38,-12.62,3,4,5,345,12,Loyal Customers
JB-15400,Jennifer Braxton,Corporate,7,10,1791.605,156.05319999999998,43,2014-09-14,2017-12-23,179.16,8.71,5,5,3,553,13,Loyal Customers
JB-15925,Joni Blumstein,Consumer,737,3,900.552,-286.9808,32,2014-12-05,2015-12-24,300.18,-31.87,1,1,1,111,3,Lost Customers
JB-16000,Joy Bell-,Consumer,43,7,644.1188,126.76490000000001,32,2016-01-10,2017-11-17,92.02,19.68,4,4,1,441,9,Hibernating
JB-16045,Julia Barnett,Home Office,7,5,2518.115,201.51850000000002,32,2015-05-03,2017-12-23,503.62,8.0,5,2,3,523,10,Potential Loyalists
JC-15340,Jasper Cacioppo,Consumer,114,4,71.263,-0.35560000000000036,12,2014-01-28,2017-09-07,17.82,-0.5,2,1,1,211,4,Lost Customers
JC-15385,Jenna Caffey,Consumer,175,1,1058.108,502.92440000000005,14,2017-07-08,2017-07-08,1058.11,47.53,2,1,2,212,5,Lost Customers
JC-15775,John Castell,Consumer,158,9,2772.055,279.56919999999997,64,2014-09-14,2017-07-25,308.01,10.09,2,5,4,254,11,At Risk
JC-16105,Julie Creighton,Corporate,57,5,858.576,201.5952,43,2014-11-18,2017-11-03,171.72,23.48,3,2,1,321,6,Need Attention
JD-15790,John Dryer,Consumer,117,5,2152.352,-266.55249999999995,26,2015-04-02,2017-09-04,430.47,-12.38,2,2,3,223,7,About to Sleep
JD-15895,Jonathan Doherty,Corporate,394,11,7610.8640000000005,1050.2667999999999,150,2014-03-26,2016-12-01,691.9,13.8,1,5,5,155,11,At Risk
JD-16015,Joy Daniels,Consumer,112,6,385.43,26.7605,39,2014-10-04,2017-09-09,64.24,6.94,2,3,1,231,6,Hibernating
JD-16060,Julia Dunbar,Consumer,300,3,695.442,111.11410000000001,17,2014-09-24,2017-03-05,231.81,15.98,1,1,1,111,3,Lost Customers
JD-16150,Justin Deggeller,Corporate,41,8,8828.0305,1619.5199,60,2014-11-16,2017-11-19,1103.5,18.35,4,4,5,445,13,Champions
JE-15475,Jeremy Ellison,Consumer,193,6,1388.682,276.2197,49,2015-03-16,2017-06-20,231.45,19.89,2,3,2,232,7,Hibernating
JE-15610,Jim Epp,Corporate,48,7,7754.976,1623.4019,74,2014-10-14,2017-11-12,1107.85,20.93,4,4,5,445,13,Champions
JE-15715,Joe Elijah,Consumer,46,10,8697.842999999999,1262.2926,97,2014-08-25,2017-11-14,869.78,14.51,4,5,5,455,14,Champions
JE-15745,Joel Eaton,Consumer,51,13,6760.8150000000005,221.79670000000002,90,2014-06-22,2017-11-09,520.06,3.28,4,5,5,455,14,Champions
JE-16165,Justin Ellison,Corporate,20,3,2697.248,789.6476,34,2016-12-05,2017-12-10,899.08,29.28,5,1,3,513,9,Potential Loyalists
JF-15190,Jamie Frazer,Consumer,65,7,2279.5860000000002,575.1259,72,2014-11-15,2017-10-26,325.66,25.23,3,4,3,343,10,Loyal Customers
JF-15295,Jason Fortune-,Consumer,225,5,955.124,97.28899999999999,42,2014-03-14,2017-05-19,191.02,10.19,1,2,1,121,4,Lost Customers
JF-15355,Jay Fein,Consumer,105,6,1911.844,330.199,58,2015-10-23,2017-09-16,318.64,17.27,2,3,3,233,8,At Risk
JF-15415,Jennifer Ferguson,Consumer,2,6,2371.448,635.6376,69,2014-06-17,2017-12-28,395.24,26.8,5,3,3,533,11,Loyal Customers
JF-15490,Jeremy Farry,Consumer,121,11,1082.918,-18.06730000000001,36,2014-10-19,2017-08-31,98.45,-1.67,2,5,2,252,9,Hibernating
